PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,Churn
-0.8267057124613151,-1.3735825421710937,-1.2307672248162191,-0.08703429838909771,1.2832657057671906,-0.7122585010376916,0.12910345253855232,-0.04402794463925837,0.12345589523858669,0.22673934092764608,0.25767734082159116,0.6718134617113174,0.5798167954380365,0.011221956694621671,0
-0.20151501330894206,-0.12684959322607609,-1.0143697344585618,-0.25800587859907087,-0.7059181959565067,0.6529363449490427,-0.21604979845378441,0.6069911854446449,-0.8265570940014082,0.09857612268517929,-0.5483553770479921,-0.3889742750829689,-0.36214621048320544,0.6187459827290447,0
-0.4564771860513671,-1.3245002702950974,-0.9110663867000803,-0.07920028575976967,-0.4996402823640905,0.4991673609153535,-0.5662056527051449,-0.012590397593367622,0.036378544358462606,0.973500077650665,0.3840686607644462,0.31479583196754635,-0.042327551361169224,0.07055492427979076,1
-0.17644160334296793,0.38067359178235277,-1.8889654592363714,-0.7697511516267299,-0.06455851750166704,0.5396821853327342,0.18700335691772513,0.5270999832182399,-0.5941012209714257,-0.3373653554754885,-0.2525361028909145,-0.6408096682173771,0.017787646829563908,0.42080872354816734,0
0.014409650617322939,-1.8339338770067655,0.2746397258360289,-0.2501293711972534,0.3323205172469378,-0.5522651739301621,-0.2541062187419173,-0.1307527506879112,0.006341856031766624,-0.006538940643968705,0.2551766296103291,-0.17340460294696933,-0.5162596374779029,0.14637367605648405,1
1.328082513490127,-1.408632225926746,0.9681339357808196,-0.07539510593925369,-0.23840549985521378,-0.45597802069350307,0.7155501600277496,-0.25845274011054664,0.1042133729559962,-0.19283559329173322,-0.12645152183668634,-0.3243840160022101,0.41014325097533033,0.26927455998619076,1
0.9528387838799107,-0.5712717955466866,0.44984186227563794,0.3025540314262535,-0.17916895707714578,0.504187269911856,-0.678579800199317,0.21110371641355125,0.8633336746405796,-0.07272693375240513,0.495140366504574,0.4947944663792022,0.34074997747294056,-0.5648941479307943,0
-1.1406656984891037,-1.0441135035269578,-1.7340817787539486,-0.3247697881376591,-0.2593737668500634,-0.48354246405524914,-0.19021795781623965,-0.20617035380903542,-0.4298835865578119,0.09666159648750633,-0.6607533062838978,-0.06349246341340017,-0.0006556893878013059,-0.32776925219809905,0
1.7749946681407724,-0.4583484974512705,0.7836923122087518,0.36485572536259325,-0.009782812730714158,-0.4890448031738427,0.7231629550805467,-0.2662281704371646,0.05177603316385404,-0.06586759037865803,-0.11095792699449225,-0.5406090982706047,0.31669464015864157,0.2832057462008082,1
0.11365532379282448,0.9364918616331919,-1.040802971313228,-0.16261663696183587,0.16459179434420232,0.5242485119789285,-0.715685230075541,0.8383176899248876,-0.8712811784792175,0.01702288838655258,0.49669674789040913,0.12451840983409998,-0.4582393321658615,-0.31125950822755477,0
-0.5689251522265453,-0.7240691595970419,-0.9259506185060933,1.0338871114181798,0.2006899439127721,0.4526037325480521,-0.5575756226213281,-0.021526770756067,0.20920893186575762,0.7611064690060965,-0.23558994075147344,-0.37781364733704514,-0.3612763076001798,0.020959687842100172,0
-2.8302571553037414,0.3178814281460893,0.3136666619025785,-0.4541152343938403,-0.452045437481973,0.48852496649625454,-0.03183718353324838,-0.4336903060772246,0.5567127613716509,-0.8398261151387065,0.43237181143853815,0.17750917200780994,-0.025709166743732526,0.06121890174809269,0
1.6704867344724859,0.8619361408509121,0.5770787789075782,0.10429872870779533,-0.3394718576755976,0.6440221106038381,0.14209651268854406,0.8375883373058503,0.040306311515706295,-1.0410844400393715,-0.8807242581389714,-0.019191207743045252,0.03246042696546153,-0.10207696538018779,0
